1.0000000000000004e-06,1.0000000000000003e-05,0.00010000000000000002,0.0010000000000000002,0.010000000000000002,0.1,1.0,0.1,0.010000000000000002,0.0010000000000000002
8.264897458416856e-07,7.961235784216318e-06,7.531723609204068e-05,0.0006882121567399442,0.005806735210785115,0.03852888470032202,0.1,0.03852888470032202,0.005806735210785115,0.0006882121567399442
4.736359726846454e-07,4.119411649893753e-06,3.371817380817166e-05,0.0002479983118425257,0.0014844749562507083,0.005806735210785115,0.010000000000000002,0.005806735210785115,0.0014844749562507083,0.0002479983118425257
1.9579250709528284e-07,1.4758700007519395e-06,1.0000000000000003e-05,5.719516442989908e-05,0.0002479983118425257,0.0006882121567399442,0.0010000000000000002,0.0006882121567399442,0.0002479983118425257,5.719516442989908e-05
6.150316267674261e-08,3.952535347978541e-07,2.203665895735542e-06,1.0000000000000003e-05,3.371817380817166e-05,7.531723609204068e-05,0.00010000000000000002,7.531723609204068e-05,3.371817380817166e-05,1.0000000000000003e-05
1.5479264601068136e-08,8.49047892148266e-08,3.952535347978541e-07,1.4758700007519395e-06,4.119411649893753e-06,7.961235784216318e-06,1.0000000000000003e-05,7.961235784216318e-06,4.119411649893753e-06,1.4758700007519395e-06
3.2712868341631937e-09,1.5479264601068136e-08,6.150316267674261e-08,1.9579250709528284e-07,4.736359726846454e-07,8.264897458416856e-07,1.0000000000000004e-06,8.264897458416856e-07,4.736359726846454e-07,1.9579250709528284e-07
6.031919579959666e-10,2.4984734165159573e-09,8.664474974709695e-09,2.4222942270122406e-08,5.246746853216024e-08,8.49047892148266e-08,1.0000000000000004e-07,8.49047892148266e-08,5.246746853216024e-08,2.4222942270122406e-08
1.0000000000000006e-10,3.6814496736985294e-10,1.1369152449580734e-09,2.8575658998709346e-09,5.672686052544194e-09,8.664474974709695e-09,1.0000000000000005e-08,8.664474974709695e-09,5.672686052544194e-09,2.8575658998709346e-09
1.5252680516808402e-11,5.062556218792426e-11,1.4162574199607585e-10,3.259620342709214e-10,6.031919579959641e-10,8.802678934622801e-10,1.0000000000000005e-09,8.802678934622801e-10,6.031919579959641e-10,3.259620342709214e-10
2.17819225911953e-12,6.601765784576429e-12,1.6969552341280375e-11,3.6282189817154835e-11,6.338127521188641e-11,8.915062226758148e-11,1.0000000000000006e-10,8.915062226758148e-11,6.338127521188641e-11,3.6282189817154835e-11
